index,name_russian,year,issues,summary_preview
3580,Цветы луговые,1980,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3587,"Чёрная курица, или Подземные жители",1980,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"“The Black Hen, or Underground Inhabitants” is a magical story for children (fairy tale) by Anthony Pogorelsky, published in 1829. The first author's work of literature for children in Russian."
3588,Третьего не дано,1980,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3599,Каждый третий,1980,wrong_timeline: Summary mentions modern technology but film is 1980,"Films Every third Every third (film, 1980) Kazhdyy tretiy 1980 military Soviet Union USSR About the film Creators and actors Video Review Stills Publications Film in collections Watch online More From the director Similar films Awards Posters Rate the film 1 2 3 4 5 6 7 8 9 10 — Viewers (0) — film. "
3612,Ты должен жить,1980,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3617,Вторжение,1980,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Invasion is a military operation in which the armed forces of one geopolitical entity enter, through violence, territory controlled by another geopolitical entity, with the goal of conquering territory, changing the existing government, or a combination of these goals. An invasion typically involves"
3631,Пора звенящего зноя,1980,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"EBELEK (Ceratocarpus) is an annual herbaceous plant belonging to the family of albuta. In Betpakdala, Moyynkum, Kyzylkum, Yesil-Tobyl, near the Irtys rivers and the Caspian, Aral Seas, in Zaysan, in the Balkash-Alakol depression, in deserts, deserts, sand, sand, shale soil, and gravelly places, sand"
3643,Седьмая пятница,1980,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3665,Клятвы и обещания,1978,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3666,Ангар 18,1980,non_plot_driven: Non-plot driven (too short and no plot/film terms),"During the Space Shuttle orbital mission, NASA encounters a UFO. An accident occurs in which one of the astronauts, Judd Gates, dies."
3743,"Сто радостей, или Книга великих открытий",1981,weirdly_written: Highly repetitive text,"Tapes of history ODESSA CHRONOGRAPH: Odesa, or To and from there. ODESSA CHRONOGRAPH: Odesa, or To and from there."
3749,Вот вернулся этот парень...,1981,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3750,Путешествие в Кавказские горы,1981,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3755,Колесо истории,1981,weirdly_written: Highly repetitive text; non_plot_driven: Non-plot driven (too short and no plot/film terms),"Alexey Lysenkov, Mikhail Marfin and Pyotr Chernyaev. 1996Participants: Alexey Lysenkov, Mikhail Marfin and Pyotr Chernyaev."
3770,13-й внук,1982,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3773,Знахарь,1981,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Witchcraft (healing) is a primitive method of treatment known since ancient times among the peoples of all countries, including traditional medicine and various rituals, spells and prayers. The term “witch doctor” comes from Old Russian."
3787,Грачи,1982,non_plot_driven: Non-plot driven (too short and no plot/film terms),"The weight of an adult is from 280 to 340 g, the wingspan is from 81 to 99 cm. The feathers are black, with a purple tint."
3799,Шёл четвёртый год войны…,1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3800,Без особого риска,1983,wrong_timeline: Summary mentions modern technology but film is 1983,"Without Special Risk"" is a Soviet feature film about police officers directed by Samvel Gasparov, filmed in 1983 at the Gorky Film Studio. The film police officers as ordinary people, they have families, problems, but at work they are busy with an operation to apprehend a particularly dangerous crim"
3802,Звезда и смерть Хоакина Мурьеты,1982,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Rock opera by Alexei Rybnikov and Pavel Grushko is the story of the legendary hero of Latin American folklore and the poem of the Chilean poet Pablo Neruda. During the gold rush of the mid-19th century, dreaming of getting rich, Joaquin Murrieta heads to California."
3804,Трое на шоссе,1983,non_plot_driven: Non-plot driven (too short and no plot/film terms),They can be called the labor aristocracy. They are experienced truck drivers and masters of the highway.
3805,Где-то плачет иволга...,1982,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3806,Торпедоносцы,1983,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"A torpedo bomber is a type of aircraft designed to destroy warships at sea and at bases, transport on sea lanes with torpedoes, as well as for laying minefields, ensuring amphibious landings, and assisting ground forces operating in coastal areas. They appeared in the navies of some states during th"
3810,Лунная радуга,1983,wrong_timeline: Summary mentions modern technology but film is 1983,"Moon Rainbow"" is a 1983 Soviet science fiction film based on the novel of the same name by S. I. Pavlov about the acquisition of inexplicable extrasensory properties by a person in the process of space exploration. The action takes place in the future. The Space Security Service Commission, headed b"
3827,Спокойствие отменяется,1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3835,Срок давности,1983,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"The statute of limitations is the period of time that has passed since the occurrence of a legal fact, the expiration of which may be associated with the emergence, change or termination of legal consequences. For example, the right to file a claim (limitation period), to enforce a court decision, a"
3840,Серебряное ревю,1982,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3852,Аукцион,1983,wrong_timeline: Summary mentions modern technology but film is 1983,"1980, Vneshtorg organizes a horse auction for foreigners at the Progress stud farm, to which the great German horse lover Baron von Ritter comes. The Baron is interested in Sekunda, a descendant of a horse named Grabe, once taken as reparations after the war. But the director of the stud farm, Ermak"
3858,Однолюбы,1982,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3863,Юность гения,1982,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3867,Конец бабьего лета,1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3873,Разбег,1982,non_plot_driven: Non-plot driven (too short and no plot/film terms),"run Interpretation from the ""Dictionary of the Ukrainian language""* RUN, y, h. Running at a speed that gradually increases."
3888,К своим!..,1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3898,Бастион,1983,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Bastion (Italian bastionato - any protruding building, from late Latin bastillio - to build a fortification) is the most important element of defense in the structure of the fortress of the era of bastion fortification. It has a pentagonal shape and is often located on the corners of the rampart (fe"
3907,Хозяин,1983,non_plot_driven: Non-plot driven (too short and no plot/film terms),"According to the etymological dictionary of the Russian language, edited by M. Vasmer, the word “master” is a borrowing from Turkic languages."
3908,Отчим,1983,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Stepfather is a stepfather, a man in the family, the husband of his wife in relation to her children left over from a previous marriage (in Russian legislation the term is used, but has no definition). In relation to the stepfather, stepchildren are called “stepson” or “stepdaughter”."
3910,Среди серых камней,1983,non_plot_driven: Non-plot driven (too short and no plot/film terms),The death of his wife devastated the judge's house. Now he is obsessed with painful memories of his wife and the past.
3915,Счастье Никифора Бубнова,1983,wrong_timeline: Summary mentions modern technology but film is 1983,"ua 1983 The Happiness of Nikifor Bubnov The Happiness of Nikifor Bubnov Released in 1983 USSR, 1983 76 min Genre: drama Starring: Vitaly Bazin Irena Kuksenaite Nikolay Kirichenko Leonid Yanovsky Nikolay Grinko Bogdan Benyuk Dmitry Franko Vladimir Alekseenko All actors → Director: Rolland Sergienko S"
3919,Требуются мужчины,1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3928,Берег,1983,non_plot_driven: Non-plot driven (too short and no plot/film terms),A trio of teen BMX enthusiasts become entangled with a group of bank robbers after discovering their cache of walkie-talkies
3934,Жестокий романс,1984,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"A cruel romance is a type of urban romance with bright characters, contrast of feelings, melodrama, and the severity of the situation reaching the extreme. It arose approximately in the middle of the 19th century in an urban and suburban environment where “philistines” lived: waste peasants, workers"
3938,Оглянись,1983,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Look around (ルッッック struck the bakku bakku) is a japanese one-shot published online, written and illustrated by tatsuki fujimoto. Published by Shueisha in Shōnen Jump+ Magazine in July"
3944,"Прости меня, Алёша",1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3949,Шанс,1984,non_plot_driven: Non-plot driven (too short and no plot/film terms),"In the middle of the 17th century, a Cossack named Almaz Beat saved an alien from death. In gratitude, he gave the earthling the elixir of youth."
3959,Ученик лекаря,1983,wrong_timeline: Summary mentions modern technology but film is 1983,"The Doctor’s Apprentice"" is a film directed by Boris Rytsarev based on the Bulgarian fairy tale “Duel with Poisons"". The film was shot at the Film Studio named after. M. Gorky in 1983 in the Stereo-70 stereoscopic system. A handsome young rogue and charlatan, Radomir, sells potions that supposedly c"
3962,Тревожный вылет,1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3973,Уникум,1983,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Konstantin Shaposhnikov is a talented programmer, whose work is parasitized by a staff of slackers, an entire department of a certain Soviet research institute. After the successful launch of a new program, which was preceded by an intense creative search, long working hours and insomnia, the dreams"
3976,Блистающий мир,1984,wrong_timeline: Summary mentions modern technology but film is 1984,"The Shining World"" is a 1984 Soviet wide-screen film based on the novel of the same name and stories by Alexander Green, directed by Bulat Mansurov. In the circus of the city of Zurbagan, a mysterious stranger suddenly appears - Drood, who has the ability to fly. Many are present at this performance"
3977,Единица «с обманом»,1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
3980,Песочные часы,1984,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"An hourglass is the simplest device for counting periods of time, consisting of two transparent vessels connected by a narrow neck, one of which is partially filled with sand. The time it takes for the sand to be poured through the neck into another vessel can range from several seconds to several h"
3981,"И жизнь, и слёзы, и любовь",1983,non_plot_driven: Non-plot driven (too short and no plot/film terms),"The action takes place in a veterans' home, located in a former estate in need of renovation. The entire economy is in decline."
4006,Звездная минута,1972,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4008,"Прости нас, первая любовь",1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4011,Парк,1983,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"A park (from the medieval Latin parricus - “fenced off place”) is a plot of land with natural or specially planted vegetation, equipped roads, alleys, ponds, an open green area intended for recreation and walking, with a thoughtful landscape design, subject to the terrain. As a rule, parks are maint"
4018,Комета,1983,wrong_timeline: Summary mentions modern technology but film is 1983,"At the height of the holiday season in Crimea, the film of “The Flying Dutchman” leaving for an expedition to the desert leaves the fake wooden ship “Fortuna” on the seashore for the preservation of a local resident - former captain Vasily Kuchkin, whose wife performs unique genetic experiments on p"
4024,Прелюдия судьбы,1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4026,Эхо дальнего взрыва,1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4029,Лома – забытый друг,1982,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
4030,Жил-был Пётр,1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4038,"Ты мой восторг, мое мученье...",1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4045,И повторится всё ...,1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4047,Деревья на асфальте,1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4048,Я готов принять вызов,1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4049,Долгий млечный путь,1983,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"For the drive, a rather motley group of drivers gathers - shepherds-cattle breeders of different characters and their milkmaid wives, among whom is a demobilized front-line sapper senior sergeant Kambar and his wife Aisha, the swindler Malik is infiltrated among them - a joker, a merry fellow and an"
4052,Пожар,1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
4065,Зимняя вишня,1985,wrong_timeline: Summary mentions modern technology but film is 1985,"Winter Cherry"" is a Soviet feature film shot by director Igor Maslennikov in 1985 at the Lenfilm film studio. It is the first film in a trilogy. Look what a smart guy he is. But what about those others who haven’t been able to see for a long time that there’s a woman living to them - a beautiful, yo"
4069,Банзай,1983,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Banzai (Japanese 万歳 banzai, “ten thousand years”) is the Japanese pronunciation of the traditional Chinese wish for longevity (pronounced “wansui” in Chinese; cf. ”), can be translated into Russian as “Long live."
4093,Господин Великий Новгород,1985,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Veliky Novgorod) is a northern Russian medieval state that existed from 1136 to 1478. During its period of greatest prosperity, in addition to the Novgorod land in the narrow sense, it also included territories from the Baltic Sea in the west to the Ural Mountains in the east and from the White Sea "
4101,Лидер,1984,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Leadership, in psychology, is a process of social influence through which a leader receives support from other members of the community to achieve a goal. The explanation of leadership is reflected in several theories: situational, functional, behavioral and others, as well as the integral theory of"
4102,Действуй по обстановке!..,1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4104,Соперницы,1985,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4108,Контрудар,1985,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Counterstrike is a strike delivered by troops (forces) of an operational formation (front, army, army corps) in a defensive operation to defeat a group of enemy troops that has penetrated into the depths of the defense, restore the lost position and create favorable conditions for launching a counte"
4119,Расставания,1984,wrong_timeline: Summary mentions modern technology but film is 1984,"This is the tragic story of driver Galdaev, a contradictory and difficult man. He misunderstands something in life, is afraid of any obligations, sees in them only an encroachment on his freedom, betrays his loved one - and pays a very high price for his mistakes. Working on this film was difficult,"
4132,Девочка из города,1984,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"“A Girl from the City” is a story by Soviet writer Lyubov Voronkova, which tells about a girl named Valentinka, orphaned during the Great Patriotic War, who was accepted into her family by a simple village woman. This is one of Voronkova's early works, published in 1943."
4144,Поручить генералу Нестерову...,1984,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"News The premiere of the concert program of the laureate of All-Russian and International competitions INNA RAZUMIKHINA, “I’ll say thank you,” is an invitation to the listener to a sincere conversation about life, love and spiritual search. October 25, Saturday, 15:00 Buy tickets: https://share."
4146,Невеста из Вуадиля,1984,wrong_timeline: Summary mentions modern technology but film is 1984,"Some of the songs in the film were performed by the singer Nargiz, in particular, the final song “Remember Me” to the music of her uncle Farrukh Zakirov and to the words of Ilya Reznik; with this song, at the age of 15, she appeared at the 1st All-Union Television Competition for Young Performers of"
4149,Клятва Джантая,1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4150,Осенний подарок фей,1984,wrong_timeline: Summary mentions modern technology but film is 1984,"The Fairies' Autumn Gift"" is a Soviet fairy tale film based on the fairy tale “Galoshes of Happiness"" by Hans Christian Andersen. Filmed at the Belarusfilm studio in 1984. The kind, but, alas, short-sighted Fairy of Happiness, contrary to the warnings of the more experienced Fairy of Sorrow, gave yo"
4155,Челюскинцы,1984,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"""Chelyuskin"" is a Soviet steamship built in Denmark at the shipyards of Burmeister & Wain (B&W, Copenhagen) by order of the People's Commissariat of Water of the USSR. The steamer was intended for sailing between the mouth of the Lena (hence the original name of the ship “Lena”) and Vladivostok, tha"
4173,Позывные «Вершина»,1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4176,Пока пройдет осенний дождь,1985,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4179,Фраги - разлученный со счастьем,1984,wrong_timeline: Summary mentions modern technology but film is 1984,"film “Fragi – Separated from Happiness” Fragi – Separated from Happiness drama, biography 1984, USSR, 136 min. status: the film was released (from 1984-07-01) director: Khojakuli Narliev script: K"
4184,Порох,1985,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Gunpowder is a multicomponent solid “explosive” (not a blasting substance) mixture capable of regular combustion in parallel layers, without access to oxygen from the outside, with the release of large amounts of thermal energy and gaseous products used for throwing projectiles, propelling rockets a"
4185,Я научу вас мечтать...,1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4187,Радуница,1984,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Radonitsa, Radunitsa is the day of the first church-wide commemoration of the departed after Easter in the folk calendar of the Eastern Slavs. In the Russian Orthodox Church it is celebrated on the Tuesday after St."
4199,Тяжелая ноша,1983,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
4219,Анжелика и султан,1968,weirdly_written: Bot message/search result page,"12 results for ""angelique and the sultan"" Sort by: Featured Price: Low to High Price: High to Low Avg. Customer Review Newest Arrivals Best Sellers Sort by:Featured Go Results Check each product page for other buying options"
4221,"Бармен из ""Золотого якоря""",1986,wrong_timeline: Summary mentions modern technology but film is 1986,"The Bartender from the Golden Anchor” is a Soviet feature film directed by Viktor Zhivolub based on the script by Yaroslav Filippov, filmed at the Central Film Studio of Children's and Youth named after M. The bartender of the port restaurant ""Golden Anchor"" picks up and appropriates a wallet ""accid"
4229,Проделки в старинном духе,1986,non_plot_driven: Non-plot driven (definition only),"“Tricks in the Old Spirit” is a Soviet musical comedy staged in 1986 by director Alexander Pankratov based on the early stories of A. A “free man,” or rather just a swindler (Mikhail Kononov), having accidentally read someone else’s letter about the death of one aunt, came to her heir, retired hussa"
4232,Обвиняется свадьба,1986,non_plot_driven: Non-plot driven (too short and no plot/film terms),A magnificent celebration is planned in a cozy city cafe - a wedding. Guests will be entertained by an experienced toastmaster.
4238,Соседка,1981,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
4255,Проверка на дорогах,1971,wrong_timeline: Summary mentions modern technology but film is 1971,"Road Check"" is a 1971 Soviet war film, the independent directorial debut of Alexei German. The script by Eduard Volodarsky is based on the story “Operation Happy New Year!” by Yuri German (the director’s father) about a Russian collaborator who voluntarily surrendered to Soviet partisans in order to"
4257,Воскресный папа,1985,non_plot_driven: Non-plot driven (too short and no plot/film terms),The action takes place in 1983 in Leningrad. Dmitry and Maria Sergeev divorced six months ago after seven years of marriage.
4267,Корабль пришельцев,1985,wrong_timeline: Summary mentions year(s) ['1960'] but film is 1985 (large discrepancy),"Alien Ship"" is a Soviet feature film by Sergei Nikonenko based on the story “The Legend of Aliens"" by Vladimir Gubarev, which artistically interprets the real events surrounding the unsuccessful launch of the fourth Soviet unmanned satellite (“Sputnik-7-1”) on December 22, 1960 with two dogs on boar"
4274,Тихая застава,1985,non_plot_driven: Non-plot driven (too short and no plot/film terms),"Senior Lieutenant Vasily Bodrug arrives at the border outpost - his place of duty. With him is his wife Evgenia, with whom he recently got married."
4286,Вот моя деревня...,1985,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4293,Из жизни Потапова,1985,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"San Sanych Potapov is a design scientist, the head of a large team of a defense industry enterprise, an extraordinary person, with a difficult, even difficult character. And he is going through a difficult period in his life: a heart attack gives his enemies a reason for his re-election from the pos"
4303,Приключения на маленьких островах,1985,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
4310,Пять тысяч за голову Мевлуда,1985,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4313,Чужая белая и рябой,1986,wrong_timeline: Summary mentions modern technology but film is 1986,"The film takes place in the fall of 1946 in a small provincial town in Western Kazakhstan. Local teenager Ivan Naydenov (Vyacheslav Ilyushchenko), nicknamed Gray-haired, a passionate pigeon-keeper, recklessly risking his life like a boy, caught a white dove that unexpectedly appeared in the city. Ot"
4324,Осторожно - Василёк!,1985,wrong_timeline: Summary mentions modern technology but film is 1985,"Films Caution - Cornflower. (film, 1985) 1985 family Soviet Union USSR Trailer About the film Creators and actors Video Review Stills Publications Film in collections Watch online More From the director Similar films Awards Posters Rate the film 1 2 3 4 5 6 7 8 9 10 — Viewers (0) — film"
4330,Мой дом на зеленых холмах,1985,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4335,55 градусов ниже нуля,1986,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4338,Затянувшийся экзамен,1986,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4340,Фуэте,1986,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Fouette (French fouetté, from fouetter - “whip; push; whip”) is a generally accepted abbreviated name for a virtuoso movement of classical dance, performed as a of sequentially repeated rounds at a fast pace and in one place, during which the working leg, at the end of each 360° turn from a bent pos"
4341,Оранжевый дождик,1974,non_plot_driven: Non-plot driven (too short and no plot/film terms),Aluminum Garden Hose Reels Quick buy Wall Mount Garden Hose Reel From $196. 0 11645 reviews Quick buy Free-Standing Garden Hose Reel From $207.
4345,Пари с волшебницей,1984,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4346,Дэниел,1983,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Daniel, Daniel (English Daniel) is a personal name, the English version of the biblical Daniel, from which the surname, place names and other names are derived. An analogue of the Russian name Daniil."
4351,Бронзовый ключ,1983,non_plot_driven: Non-plot driven (too short and no plot/film terms),The action takes place in the early years of socialist Bulgaria. The former merchant was found dead in his bed.
4353,Верните бабушку,1985,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4358,По следам Бартека,1982,weirdly_written: Encoding artifacts (HTML/URL encoding),"Cinema - In the footsteps of Bartek (1982) - In the footsteps of Bartek (1982)Year1982StudioZesp&#243;&#322; Filmowy Silesia Release date August 11, 1984 (Poland), July 7, 1986 (Moscow), April 1986 (USSR) Genre Children's film, adventure and Janusz Lenski Director Janusz Lenski Screenwriter Janina Z"
4369,"Счастлив, кто любил...",1986,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4382,Объятие мечты,1986,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4386,Встреча,1982,non_plot_driven: Non-plot driven (too short and no plot/film terms),The verb according to Snoy is formed using the prefix - (literally *vz-; due to the impossibility of gemination in other
4389,Ранний снег в Мюнхене,1984,non_plot_driven: Non-plot driven (too short and no plot/film terms),This article needs additional citations for verification. Please help improve this article by adding citations to reliable sources.
4405,Капитан Аракел,1985,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4406,Каракумский репортаж,1985,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4425,Двое на острове слёз,1986,non_plot_driven: Non-plot driven (too short and no plot/film terms),"Tourists stopped in the village. One of them, named Seva, approaches the girl."
4431,Детская площадка,1987,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"A children's playground is an area where elements of children's outdoor play equipment are located for the purpose of organizing meaningful leisure time. Play equipment, in turn, is a set of structural structures that promote physical and mental development, taking into account individual characteri"
4448,Кто войдет в последний вагон,1986,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4459,Карусель на базарной площади,1986,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4467,"Мы веселы, счастливы, талантливы!",1986,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4495,Очи чёрные,1986,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"“Black Eyes”) is a world-famous Russian romance created for the Moscow restaurant “Yar” in the early 1880s by S. Gerdel based on a waltz by Florian Hermann and a poetic text by Evgeny Grebenka, published in 1843."
